timestamp, value
2013-08-09T00:58:18.900-07:00,0
2013-08-09T00:58:19.000-07:00,1
2013-08-09T00:58:19.100-07:00,0
2013-08-09T00:59:03.900-07:00,0
2013-08-09T00:59:04.000-07:00,1
2013-08-09T00:59:04.100-07:00,0
2013-08-09T01:04:08.900-07:00,0
2013-08-09T01:04:09.000-07:00,1
2013-08-09T01:04:09.100-07:00,0
2013-08-09T06:59:53.900-07:00,0
2013-08-09T06:59:54.000-07:00,1
2013-08-09T06:59:54.100-07:00,0
2013-08-09T07:12:21.900-07:00,0
2013-08-09T07:12:22.000-07:00,1
2013-08-09T07:12:22.100-07:00,0
2013-08-09T07:14:14.900-07:00,0
2013-08-09T07:14:15.000-07:00,1
2013-08-09T07:14:15.100-07:00,0
2013-08-09T07:18:17.900-07:00,0
2013-08-09T07:18:18.000-07:00,1
2013-08-09T07:18:18.100-07:00,0
2013-08-09T07:26:11.900-07:00,0
2013-08-09T07:26:12.000-07:00,1
2013-08-09T07:26:12.100-07:00,0
2013-08-09T07:36:09.900-07:00,0
2013-08-09T07:36:10.000-07:00,1
2013-08-09T07:36:10.100-07:00,0
2013-08-09T07:36:39.900-07:00,0
2013-08-09T07:36:40.000-07:00,1
2013-08-09T07:36:40.100-07:00,0
2013-08-09T07:44:02.900-07:00,0
2013-08-09T07:44:03.000-07:00,1
2013-08-09T07:44:03.100-07:00,0
2013-08-09T08:21:49.900-07:00,0
2013-08-09T08:21:50.000-07:00,1
2013-08-09T08:21:50.100-07:00,0
2013-08-09T08:22:07.900-07:00,0
2013-08-09T08:22:08.000-07:00,1
2013-08-09T08:22:08.100-07:00,0
2013-08-09T08:24:30.900-07:00,0
2013-08-09T08:24:31.000-07:00,1
2013-08-09T08:24:31.100-07:00,0
2013-08-09T08:26:00.900-07:00,0
2013-08-09T08:26:01.000-07:00,1
2013-08-09T08:26:01.100-07:00,0
2013-08-09T09:10:35.900-07:00,0
2013-08-09T09:10:36.000-07:00,1
2013-08-09T09:10:36.100-07:00,0
2013-08-09T09:12:02.900-07:00,0
2013-08-09T09:12:03.000-07:00,1
2013-08-09T09:12:03.100-07:00,0
2013-08-09T09:21:29.900-07:00,0
2013-08-09T09:21:30.000-07:00,1
2013-08-09T09:21:30.100-07:00,0
2013-08-09T09:22:41.900-07:00,0
2013-08-09T09:22:42.000-07:00,1
2013-08-09T09:22:42.100-07:00,0
2013-08-09T09:23:18.900-07:00,0
2013-08-09T09:23:19.000-07:00,1
2013-08-09T09:23:19.100-07:00,0
2013-08-09T09:24:03.900-07:00,0
2013-08-09T09:24:04.000-07:00,1
2013-08-09T09:24:04.100-07:00,0
2013-08-09T09:24:57.900-07:00,0
2013-08-09T09:24:58.000-07:00,1
2013-08-09T09:24:58.100-07:00,0
2013-08-09T09:25:25.900-07:00,0
2013-08-09T09:25:26.000-07:00,1
2013-08-09T09:25:26.100-07:00,0
2013-08-09T09:38:17.900-07:00,0
2013-08-09T09:38:18.000-07:00,1
2013-08-09T09:38:18.100-07:00,0
2013-08-09T09:38:44.900-07:00,0
2013-08-09T09:38:45.000-07:00,1
2013-08-09T09:38:45.100-07:00,0
2013-08-09T09:41:31.900-07:00,0
2013-08-09T09:41:32.000-07:00,1
2013-08-09T09:41:32.100-07:00,0
2013-08-09T09:43:10.900-07:00,0
2013-08-09T09:43:11.000-07:00,1
2013-08-09T09:43:11.100-07:00,0
2013-08-09T09:45:38.900-07:00,0
2013-08-09T09:45:39.000-07:00,1
2013-08-09T09:45:39.100-07:00,0
2013-08-09T09:45:56.900-07:00,0
2013-08-09T09:45:57.000-07:00,1
2013-08-09T09:45:57.100-07:00,0
2013-08-09T09:46:13.900-07:00,0
2013-08-09T09:46:14.000-07:00,1
2013-08-09T09:46:14.100-07:00,0
2013-08-09T09:54:45.900-07:00,0
2013-08-09T09:54:46.000-07:00,1
2013-08-09T09:54:46.100-07:00,0
2013-08-09T09:58:47.900-07:00,0
2013-08-09T09:58:48.000-07:00,1
2013-08-09T09:58:48.100-07:00,0
2013-08-09T10:00:51.900-07:00,0
2013-08-09T10:00:52.000-07:00,1
2013-08-09T10:00:52.100-07:00,0
2013-08-09T10:02:14.900-07:00,0
2013-08-09T10:02:15.000-07:00,1
2013-08-09T10:02:15.100-07:00,0
2013-08-09T10:02:54.900-07:00,0
2013-08-09T10:02:55.000-07:00,1
2013-08-09T10:02:55.100-07:00,0
2013-08-09T10:03:11.900-07:00,0
2013-08-09T10:03:12.000-07:00,1
2013-08-09T10:03:12.100-07:00,0
2013-08-09T10:04:41.900-07:00,0
2013-08-09T10:04:42.000-07:00,1
2013-08-09T10:04:42.100-07:00,0
2013-08-09T10:07:50.900-07:00,0
2013-08-09T10:07:51.000-07:00,1
2013-08-09T10:07:51.100-07:00,0
2013-08-09T10:18:57.900-07:00,0
2013-08-09T10:18:58.000-07:00,1
2013-08-09T10:18:58.100-07:00,0
2013-08-09T10:58:00.900-07:00,0
2013-08-09T10:58:01.000-07:00,1
2013-08-09T10:58:01.100-07:00,0
2013-08-09T11:00:04.900-07:00,0
2013-08-09T11:00:05.000-07:00,1
2013-08-09T11:00:05.100-07:00,0
2013-08-09T12:07:40.900-07:00,0
2013-08-09T12:07:41.000-07:00,1
2013-08-09T12:07:41.100-07:00,0
2013-08-09T12:09:50.900-07:00,0
2013-08-09T12:09:51.000-07:00,1
2013-08-09T12:09:51.100-07:00,0
2013-08-09T12:16:41.900-07:00,0
2013-08-09T12:16:42.000-07:00,1
2013-08-09T12:16:42.100-07:00,0
2013-08-09T12:17:40.900-07:00,0
2013-08-09T12:17:41.000-07:00,1
2013-08-09T12:17:41.100-07:00,0
2013-08-09T12:18:04.900-07:00,0
2013-08-09T12:18:05.000-07:00,1
2013-08-09T12:18:05.100-07:00,0
2013-08-09T12:18:35.900-07:00,0
2013-08-09T12:18:36.000-07:00,1
2013-08-09T12:18:36.100-07:00,0
2013-08-09T12:26:10.900-07:00,0
2013-08-09T12:26:11.000-07:00,1
2013-08-09T12:26:11.100-07:00,0
2013-08-09T12:27:12.900-07:00,0
2013-08-09T12:27:13.000-07:00,1
2013-08-09T12:27:13.100-07:00,0
2013-08-09T12:43:05.900-07:00,0
2013-08-09T12:43:06.000-07:00,1
2013-08-09T12:43:06.100-07:00,0
2013-08-09T12:44:00.900-07:00,0
2013-08-09T12:44:01.000-07:00,1
2013-08-09T12:44:01.100-07:00,0
2013-08-09T12:45:51.900-07:00,0
2013-08-09T12:45:52.000-07:00,1
2013-08-09T12:45:52.100-07:00,0
2013-08-09T12:46:14.900-07:00,0
2013-08-09T12:46:15.000-07:00,1
2013-08-09T12:46:15.100-07:00,0
2013-08-09T13:50:21.900-07:00,0
2013-08-09T13:50:22.000-07:00,1
2013-08-09T13:50:22.100-07:00,0
2013-08-09T13:52:06.900-07:00,0
2013-08-09T13:52:07.000-07:00,1
2013-08-09T13:52:07.100-07:00,0
2013-08-09T14:18:50.900-07:00,0
2013-08-09T14:18:51.000-07:00,1
2013-08-09T14:18:51.100-07:00,0
2013-08-09T14:19:15.900-07:00,0
2013-08-09T14:19:16.000-07:00,1
2013-08-09T14:19:16.100-07:00,0
2013-08-09T14:35:59.900-07:00,0
2013-08-09T14:36:00.000-07:00,1
2013-08-09T14:36:00.100-07:00,0
2013-08-09T14:36:21.900-07:00,0
2013-08-09T14:36:22.000-07:00,1
2013-08-09T14:36:22.100-07:00,0
2013-08-09T15:53:16.900-07:00,0
2013-08-09T15:53:17.000-07:00,1
2013-08-09T15:53:17.100-07:00,0
2013-08-09T15:55:06.900-07:00,0
2013-08-09T15:55:07.000-07:00,1
2013-08-09T15:55:07.100-07:00,0
2013-08-09T15:55:44.900-07:00,0
2013-08-09T15:55:45.000-07:00,1
2013-08-09T15:55:45.100-07:00,0
2013-08-09T16:05:25.900-07:00,0
2013-08-09T16:05:26.000-07:00,1
2013-08-09T16:05:26.100-07:00,0
2013-08-09T16:05:45.900-07:00,0
2013-08-09T16:05:46.000-07:00,1
2013-08-09T16:05:46.100-07:00,0
2013-08-09T16:26:10.900-07:00,0
2013-08-09T16:26:11.000-07:00,1
2013-08-09T16:26:11.100-07:00,0
2013-08-09T16:26:27.900-07:00,0
2013-08-09T16:26:28.000-07:00,1
2013-08-09T16:26:28.100-07:00,0
2013-08-09T16:27:04.900-07:00,0
2013-08-09T16:27:05.000-07:00,1
2013-08-09T16:27:05.100-07:00,0
2013-08-09T16:28:22.900-07:00,0
2013-08-09T16:28:23.000-07:00,1
2013-08-09T16:28:23.100-07:00,0
2013-08-09T16:28:53.900-07:00,0
2013-08-09T16:28:54.000-07:00,1
2013-08-09T16:28:54.100-07:00,0
2013-08-09T16:29:10.900-07:00,0
2013-08-09T16:29:11.000-07:00,1
2013-08-09T16:29:11.100-07:00,0
2013-08-09T16:29:34.900-07:00,0
2013-08-09T16:29:35.000-07:00,1
2013-08-09T16:29:35.100-07:00,0
2013-08-09T16:29:59.900-07:00,0
2013-08-09T16:30:00.000-07:00,1
2013-08-09T16:30:00.100-07:00,0
2013-08-09T16:31:14.900-07:00,0
2013-08-09T16:31:15.000-07:00,1
2013-08-09T16:31:15.100-07:00,0
2013-08-09T16:33:02.900-07:00,0
2013-08-09T16:33:03.000-07:00,1
2013-08-09T16:33:03.100-07:00,0
2013-08-09T16:34:23.900-07:00,0
2013-08-09T16:34:24.000-07:00,1
2013-08-09T16:34:24.100-07:00,0
2013-08-09T16:47:16.900-07:00,0
2013-08-09T16:47:17.000-07:00,1
2013-08-09T16:47:17.100-07:00,0
2013-08-09T16:48:10.900-07:00,0
2013-08-09T16:48:11.000-07:00,1
2013-08-09T16:48:11.100-07:00,0
2013-08-09T16:48:46.900-07:00,0
2013-08-09T16:48:47.000-07:00,1
2013-08-09T16:48:47.100-07:00,0
2013-08-09T16:49:36.900-07:00,0
2013-08-09T16:49:37.000-07:00,1
2013-08-09T16:49:37.100-07:00,0
2013-08-09T16:50:20.900-07:00,0
2013-08-09T16:50:21.000-07:00,1
2013-08-09T16:50:21.100-07:00,0
2013-08-09T16:50:55.900-07:00,0
2013-08-09T16:50:56.000-07:00,1
2013-08-09T16:50:56.100-07:00,0
2013-08-09T16:54:53.900-07:00,0
2013-08-09T16:54:54.000-07:00,1
2013-08-09T16:54:54.100-07:00,0
2013-08-09T17:11:28.900-07:00,0
2013-08-09T17:11:29.000-07:00,1
2013-08-09T17:11:29.100-07:00,0
2013-08-09T17:16:27.900-07:00,0
2013-08-09T17:16:28.000-07:00,1
2013-08-09T17:16:28.100-07:00,0
2013-08-09T17:16:45.900-07:00,0
2013-08-09T17:16:46.000-07:00,1
2013-08-09T17:16:46.100-07:00,0
2013-08-09T17:18:14.900-07:00,0
2013-08-09T17:18:15.000-07:00,1
2013-08-09T17:18:15.100-07:00,0
2013-08-09T17:20:08.900-07:00,0
2013-08-09T17:20:09.000-07:00,1
