timestamp, value
2013-07-29T00:27:30.900-07:00,0
2013-07-29T00:27:31.000-07:00,1
2013-07-29T00:27:31.100-07:00,0
2013-07-29T00:27:45.900-07:00,0
2013-07-29T00:27:46.000-07:00,1
2013-07-29T00:27:46.100-07:00,0
2013-07-29T01:02:06.900-07:00,0
2013-07-29T01:02:07.000-07:00,1
2013-07-29T01:02:07.100-07:00,0
2013-07-29T02:46:11.900-07:00,0
2013-07-29T02:46:12.000-07:00,1
2013-07-29T02:46:12.100-07:00,0
2013-07-29T02:47:25.900-07:00,0
2013-07-29T02:47:26.000-07:00,1
2013-07-29T02:47:26.100-07:00,0
2013-07-29T02:49:01.900-07:00,0
2013-07-29T02:49:02.000-07:00,1
2013-07-29T02:49:02.100-07:00,0
2013-07-29T03:29:06.900-07:00,0
2013-07-29T03:29:07.000-07:00,1
2013-07-29T03:29:07.100-07:00,0
2013-07-29T07:00:17.900-07:00,0
2013-07-29T07:00:18.000-07:00,1
2013-07-29T07:00:18.100-07:00,0
2013-07-29T07:31:06.900-07:00,0
2013-07-29T07:31:07.000-07:00,1
2013-07-29T07:31:07.100-07:00,0
2013-07-29T07:55:06.900-07:00,0
2013-07-29T07:55:07.000-07:00,1
2013-07-29T07:55:07.100-07:00,0
2013-07-29T08:05:38.900-07:00,0
2013-07-29T08:05:39.000-07:00,1
2013-07-29T08:05:39.100-07:00,0
2013-07-29T08:05:55.900-07:00,0
2013-07-29T08:05:56.000-07:00,1
2013-07-29T08:05:56.100-07:00,0
2013-07-29T08:37:44.900-07:00,0
2013-07-29T08:37:45.000-07:00,1
2013-07-29T08:37:45.100-07:00,0
2013-07-29T08:38:00.900-07:00,0
2013-07-29T08:38:01.000-07:00,1
2013-07-29T08:38:01.100-07:00,0
2013-07-29T08:38:16.900-07:00,0
2013-07-29T08:38:17.000-07:00,1
2013-07-29T08:38:17.100-07:00,0
2013-07-29T08:38:36.900-07:00,0
2013-07-29T08:38:37.000-07:00,1
2013-07-29T08:38:37.100-07:00,0
2013-07-29T08:38:57.900-07:00,0
2013-07-29T08:38:58.000-07:00,1
2013-07-29T08:38:58.100-07:00,0
2013-07-29T08:39:15.900-07:00,0
2013-07-29T08:39:16.000-07:00,1
2013-07-29T08:39:16.100-07:00,0
2013-07-29T08:39:54.900-07:00,0
2013-07-29T08:39:55.000-07:00,1
2013-07-29T08:39:55.100-07:00,0
2013-07-29T08:40:11.900-07:00,0
2013-07-29T08:40:12.000-07:00,1
2013-07-29T08:40:12.100-07:00,0
2013-07-29T08:40:59.900-07:00,0
2013-07-29T08:41:00.000-07:00,1
2013-07-29T08:41:00.100-07:00,0
2013-07-29T08:54:29.900-07:00,0
2013-07-29T08:54:30.000-07:00,1
2013-07-29T08:54:30.100-07:00,0
2013-07-29T08:55:32.900-07:00,0
2013-07-29T08:55:33.000-07:00,1
2013-07-29T08:55:33.100-07:00,0
2013-07-29T08:56:13.900-07:00,0
2013-07-29T08:56:14.000-07:00,1
2013-07-29T08:56:14.100-07:00,0
2013-07-29T08:56:29.900-07:00,0
2013-07-29T08:56:30.000-07:00,1
2013-07-29T08:56:30.100-07:00,0
2013-07-29T08:56:59.900-07:00,0
2013-07-29T08:57:00.000-07:00,1
2013-07-29T08:57:00.100-07:00,0
2013-07-29T08:58:31.900-07:00,0
2013-07-29T08:58:32.000-07:00,1
2013-07-29T08:58:32.100-07:00,0
2013-07-29T09:01:09.900-07:00,0
2013-07-29T09:01:10.000-07:00,1
2013-07-29T09:01:10.100-07:00,0
2013-07-29T09:01:25.900-07:00,0
2013-07-29T09:01:26.000-07:00,1
2013-07-29T09:01:26.100-07:00,0
2013-07-29T09:01:41.900-07:00,0
2013-07-29T09:01:42.000-07:00,1
2013-07-29T09:01:42.100-07:00,0
2013-07-29T09:01:59.900-07:00,0
2013-07-29T09:02:00.000-07:00,1
2013-07-29T09:02:00.100-07:00,0
